user_id,movie_id,title,score
3708,593,"Silence of the Lambs, The (1991)",4.6533
3708,296,Pulp Fiction (1994),4.6497
3708,930,Notorious (1946),4.6388
3708,2918,Ferris Bueller's Day Off (1986),4.6302
3708,2360,"Celebration, The (Festen) (1998)",4.6184
3708,899,Singin' in the Rain (1952),4.6163
3708,3421,Animal House (1978),4.6123
3708,356,Forrest Gump (1994),4.6025
3708,3222,Carmen (1984),4.6009
3709,1287,Ben-Hur (1959),5.0
3709,260,Star Wars: Episode IV - A New Hope (1977),5.0
3709,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
3709,1198,Raiders of the Lost Ark (1981),5.0
3709,858,"Godfather, The (1972)",5.0
3709,50,"Usual Suspects, The (1995)",5.0
3709,1221,"Godfather: Part II, The (1974)",5.0
3709,2905,Sanjuro (1962),4.9748
3709,923,Citizen Kane (1941),4.9602
3709,3360,Hoosiers (1986),4.9507
3710,296,Pulp Fiction (1994),5.0
3710,2858,American Beauty (1999),5.0
3710,858,"Godfather, The (1972)",5.0
3710,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",5.0
3710,1394,Raising Arizona (1987),5.0
3710,1300,My Life as a Dog (Mitt liv som hund) (1985),5.0
3710,2905,Sanjuro (1962),5.0
3710,1218,"Killer, The (Die xue shuang xiong) (1989)",4.9978
3710,1208,Apocalypse Now (1979),4.9796
3710,1089,Reservoir Dogs (1992),4.9454
3711,903,Vertigo (1958),5.0
3711,1291,Indiana Jones and the Last Crusade (1989),5.0
3711,904,Rear Window (1954),5.0
3711,913,"Maltese Falcon, The (1941)",5.0
3711,920,Gone with the Wind (1939),5.0
3711,954,Mr. Smith Goes to Washington (1939),5.0
3711,260,Star Wars: Episode IV - A New Hope (1977),5.0
3711,457,"Fugitive, The (1993)",5.0
3711,1193,One Flew Over the Cuckoo's Nest (1975),5.0
3711,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
3712,3578,Gladiator (2000),4.7046
3712,2028,Saving Private Ryan (1998),4.7004
3712,2762,"Sixth Sense, The (1999)",4.6582
3712,1036,Die Hard (1988),4.6369
3712,1272,Patton (1970),4.5378
3712,1200,Aliens (1986),4.5038
3712,2905,Sanjuro (1962),4.5017
3712,593,"Silence of the Lambs, The (1991)",4.4775
3712,1234,"Sting, The (1973)",4.4754
3712,3421,Animal House (1978),4.4585
3713,318,"Shawshank Redemption, The (1994)",5.0
3713,2905,Sanjuro (1962),4.9138
3713,1035,"Sound of Music, The (1965)",4.9036
3713,3916,Remember the Titans (2000),4.8281
3713,953,It's a Wonderful Life (1946),4.8202
3713,1028,Mary Poppins (1964),4.8123
3713,2268,"Few Good Men, A (1992)",4.7872
3713,364,"Lion King, The (1994)",4.7698
3713,3147,"Green Mile, The (1999)",4.7614
3713,2762,"Sixth Sense, The (1999)",4.7516
3714,3134,"Grand Illusion (Grande illusion, La) (1937)",4.6875
3714,2908,Boys Don't Cry (1999),4.5146
3714,2905,Sanjuro (1962),4.4703
3714,2066,Out of the Past (1947),4.3358
3714,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",4.3265
3714,3160,Magnolia (1999),4.3132
3714,1217,Ran (1985),4.3099
3714,2160,Rosemary's Baby (1968),4.3041
3714,246,Hoop Dreams (1994),4.2984
3714,2858,American Beauty (1999),4.2709
3715,1291,Indiana Jones and the Last Crusade (1989),5.0
3715,1197,"Princess Bride, The (1987)",5.0
3715,2324,Life Is Beautiful (La Vita è bella) (1997),5.0
3715,318,"Shawshank Redemption, The (1994)",5.0
3715,2571,"Matrix, The (1999)",5.0
3715,1479,"Saint, The (1997)",5.0
3715,592,Batman (1989),5.0
3715,553,Tombstone (1993),5.0
3715,759,Maya Lin: A Strong Clear Vision (1994),4.9891
3715,627,"Last Supper, The (1995)",4.9835
3716,3421,Animal House (1978),5.0
3716,2858,American Beauty (1999),5.0
3716,1136,Monty Python and the Holy Grail (1974),5.0
3716,2329,American History X (1998),5.0
3716,1206,"Clockwork Orange, A (1971)",5.0
3716,2959,Fight Club (1999),5.0
3716,3000,"Princess Mononoke, The (Mononoke Hime) (1997)",5.0
3716,353,"Crow, The (1994)",5.0
3716,1274,Akira (1988),5.0
3716,3168,Easy Rider (1969),5.0
3717,1028,Mary Poppins (1964),4.7979
3717,110,Braveheart (1995),4.7809
3717,356,Forrest Gump (1994),4.7441
3717,2797,Big (1988),4.6427
3717,905,It Happened One Night (1934),4.6091
3717,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",4.5967
3717,2905,Sanjuro (1962),4.5809
3717,668,Pather Panchali (1955),4.5571
3717,914,My Fair Lady (1964),4.547
3717,364,"Lion King, The (1994)",4.5418
3718,2076,Blue Velvet (1986),4.6179
3718,3741,Badlands (1973),4.5768
3718,3307,City Lights (1931),4.5118
3718,1199,Brazil (1985),4.5048
3718,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.4525
3718,2160,Rosemary's Baby (1968),4.4344
3718,2186,Strangers on a Train (1951),4.4238
3718,2010,Metropolis (1926),4.4152
3718,162,Crumb (1994),4.4147
3718,1189,"Thin Blue Line, The (1988)",4.4141
3719,2905,Sanjuro (1962),4.9955
3719,1198,Raiders of the Lost Ark (1981),4.9283
3719,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.872
3719,904,Rear Window (1954),4.7805
3719,745,"Close Shave, A (1995)",4.7664
3719,2330,Hands on a Hard Body (1996),4.7415
3719,1234,"Sting, The (1973)",4.7237
3719,1148,"Wrong Trousers, The (1993)",4.7127
3719,3077,42 Up (1998),4.7071
3719,318,"Shawshank Redemption, The (1994)",4.7055
3720,2905,Sanjuro (1962),4.5567
3720,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),4.4936
3720,923,Citizen Kane (1941),4.4458
3720,2609,"King of Masks, The (Bian Lian) (1996)",4.4336
3720,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.4195
3720,3038,"Face in the Crowd, A (1957)",4.4056
3720,3030,Yojimbo (1961),4.3928
3720,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",4.3909
3720,930,Notorious (1946),4.3881
3720,1217,Ran (1985),4.3571
3721,2731,"400 Blows, The (Les Quatre cents coups) (1959)",4.6192
3721,562,Welcome to the Dollhouse (1995),4.5934
3721,1147,When We Were Kings (1996),4.5723
3721,1248,Touch of Evil (1958),4.5327
3721,3134,"Grand Illusion (Grande illusion, La) (1937)",4.4601
3721,2624,After Life (1998),4.4535
3721,1218,"Killer, The (Die xue shuang xiong) (1989)",4.4523
3721,3679,"Decline of Western Civilization, The (1981)",4.4162
3721,2609,"King of Masks, The (Bian Lian) (1996)",4.4021
3721,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.397
3722,1256,Duck Soup (1933),5.0
3722,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",4.9634
3722,668,Pather Panchali (1955),4.9514
3722,2905,Sanjuro (1962),4.9152
3722,3030,Yojimbo (1961),4.89
3722,669,Aparajito (1956),4.8633
3722,3338,For All Mankind (1989),4.8547
3722,50,"Usual Suspects, The (1995)",4.8489
3722,903,Vertigo (1958),4.8396
3722,1284,"Big Sleep, The (1946)",4.8215
3723,593,"Silence of the Lambs, The (1991)",5.0
3723,903,Vertigo (1958),5.0
3723,908,North by Northwest (1959),5.0
3723,910,Some Like It Hot (1959),5.0
3723,1307,When Harry Met Sally... (1989),5.0
3723,2324,Life Is Beautiful (La Vita è bella) (1997),5.0
3723,318,"Shawshank Redemption, The (1994)",5.0
3723,1284,"Big Sleep, The (1946)",5.0
3723,3077,42 Up (1998),5.0
3723,2905,Sanjuro (1962),5.0
3724,1240,"Terminator, The (1984)",4.9384
3724,953,It's a Wonderful Life (1946),4.8017
3724,150,Apollo 13 (1995),4.6639
3724,1028,Mary Poppins (1964),4.6433
3724,596,Pinocchio (1940),4.5833
3724,2115,Indiana Jones and the Temple of Doom (1984),4.5617
3724,3338,For All Mankind (1989),4.5232
3724,2018,Bambi (1942),4.507
3724,899,Singin' in the Rain (1952),4.5028
3724,2728,Spartacus (1960),4.5
3725,2905,Sanjuro (1962),4.7133
3725,260,Star Wars: Episode IV - A New Hope (1977),4.6448
3725,318,"Shawshank Redemption, The (1994)",4.6082
3725,50,"Usual Suspects, The (1995)",4.5789
3725,2762,"Sixth Sense, The (1999)",4.5755
3725,593,"Silence of the Lambs, The (1991)",4.5541
3725,527,Schindler's List (1993),4.5336
3725,1198,Raiders of the Lost Ark (1981),4.5284
3725,858,"Godfather, The (1972)",4.4564
3725,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.456
3726,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.7721
3726,720,Wallace & Gromit: The Best of Aardman Animation (1996),4.7288
3726,899,Singin' in the Rain (1952),4.6167
3726,3578,Gladiator (2000),4.558
3726,2905,Sanjuro (1962),4.5385
3726,2208,"Lady Vanishes, The (1938)",4.4955
3726,1046,Beautiful Thing (1996),4.4889
3726,1203,12 Angry Men (1957),4.476
3726,951,His Girl Friday (1940),4.4556
3726,214,Before the Rain (Pred dozhdot) (1994),4.4388
3727,296,Pulp Fiction (1994),4.945
3727,2028,Saving Private Ryan (1998),4.7507
3727,1089,Reservoir Dogs (1992),4.678
3727,318,"Shawshank Redemption, The (1994)",4.6631
3727,593,"Silence of the Lambs, The (1991)",4.6631
3727,50,"Usual Suspects, The (1995)",4.6506
3727,2762,"Sixth Sense, The (1999)",4.6287
3727,3000,"Princess Mononoke, The (Mononoke Hime) (1997)",4.5918
3727,1923,There's Something About Mary (1998),4.4856
3727,1218,"Killer, The (Die xue shuang xiong) (1989)",4.4805
3728,2905,Sanjuro (1962),4.8791
3728,3338,For All Mankind (1989),4.8078
3728,47,Seven (Se7en) (1995),4.8007
3728,2624,After Life (1998),4.7938
3728,1218,"Killer, The (Die xue shuang xiong) (1989)",4.7027
3728,678,Some Folks Call It a Sling Blade (1993),4.7004
3728,649,Cold Fever (Á köldum klaka) (1994),4.6939
3728,1704,Good Will Hunting (1997),4.6689
3728,318,"Shawshank Redemption, The (1994)",4.667
3728,1224,Henry V (1989),4.6467
3729,2905,Sanjuro (1962),4.86
3729,1262,"Great Escape, The (1963)",4.8597
3729,912,Casablanca (1942),4.8489
3729,3198,Papillon (1973),4.812
3729,1272,Patton (1970),4.7665
3729,3098,"Natural, The (1984)",4.7243
3729,1283,High Noon (1952),4.6998
3729,2206,Suspicion (1941),4.6978
3729,908,North by Northwest (1959),4.684
3729,2795,Vacation (1983),4.6816
3730,2905,Sanjuro (1962),4.6679
3730,924,2001: A Space Odyssey (1968),4.5914
3730,858,"Godfather, The (1972)",4.4618
3730,1208,Apocalypse Now (1979),4.4586
3730,318,"Shawshank Redemption, The (1994)",4.4518
3730,1233,"Boat, The (Das Boot) (1981)",4.4411
3730,50,"Usual Suspects, The (1995)",4.4297
3730,1204,Lawrence of Arabia (1962),4.424
3730,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.4037
3730,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.3621
3731,2858,American Beauty (1999),4.6514
3731,318,"Shawshank Redemption, The (1994)",4.632
3731,50,"Usual Suspects, The (1995)",4.6181
3731,1204,Lawrence of Arabia (1962),4.5591
3731,858,"Godfather, The (1972)",4.5521
3731,1136,Monty Python and the Holy Grail (1974),4.5373
3731,1357,Shine (1996),4.5045
3731,1208,Apocalypse Now (1979),4.4884
3731,2324,Life Is Beautiful (La Vita è bella) (1997),4.4643
3731,1193,One Flew Over the Cuckoo's Nest (1975),4.4593
3732,1258,"Shining, The (1980)",4.5204
3732,180,Mallrats (1995),4.4921
3732,1259,Stand by Me (1986),4.4821
3732,110,Braveheart (1995),4.399
3732,2918,Ferris Bueller's Day Off (1986),4.3492
3732,3052,Dogma (1999),4.3359
3732,3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.3125
3732,253,Interview with the Vampire (1994),4.2436
3732,223,Clerks (1994),4.2247
3732,2571,"Matrix, The (1999)",4.2138
3733,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.5588
3733,2905,Sanjuro (1962),4.4725
3733,1199,Brazil (1985),4.4315
3733,3683,Blood Simple (1984),4.4093
3733,1394,Raising Arizona (1987),4.4023
3733,3338,For All Mankind (1989),4.3836
3733,1230,Annie Hall (1977),4.3752
3733,1252,Chinatown (1974),4.3561
3733,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.3477
3733,1245,Miller's Crossing (1990),4.3366
3734,2905,Sanjuro (1962),4.6396
3734,2571,"Matrix, The (1999)",4.4415
3734,2858,American Beauty (1999),4.3366
3734,2762,"Sixth Sense, The (1999)",4.3089
3734,47,Seven (Se7en) (1995),4.2906
3734,50,"Usual Suspects, The (1995)",4.2903
3734,2329,American History X (1998),4.2817
3734,3578,Gladiator (2000),4.2784
3734,2706,American Pie (1999),4.2746
3734,3911,Best in Show (2000),4.1946
3735,924,2001: A Space Odyssey (1968),5.0
3735,2905,Sanjuro (1962),4.8003
3735,2731,"400 Blows, The (Les Quatre cents coups) (1959)",4.7657
3735,1213,GoodFellas (1990),4.7207
3735,1219,Psycho (1960),4.6881
3735,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.6728
3735,3307,City Lights (1931),4.6604
3735,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",4.6477
3735,2360,"Celebration, The (Festen) (1998)",4.6167
3735,1673,Boogie Nights (1997),4.6107
3736,260,Star Wars: Episode IV - A New Hope (1977),5.0
3736,2905,Sanjuro (1962),4.8636
3736,1198,Raiders of the Lost Ark (1981),4.8612
3736,1250,"Bridge on the River Kwai, The (1957)",4.7984
3736,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.7601
3736,1236,Trust (1990),4.6933
3736,1291,Indiana Jones and the Last Crusade (1989),4.6851
3736,3435,Double Indemnity (1944),4.6738
3736,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.6627
3736,930,Notorious (1946),4.6488
3737,2905,Sanjuro (1962),4.9047
3737,3338,For All Mankind (1989),4.6878
3737,904,Rear Window (1954),4.6613
3737,1207,To Kill a Mockingbird (1962),4.6424
3737,50,"Usual Suspects, The (1995)",4.5965
3737,3429,Creature Comforts (1990),4.5867
3737,1276,Cool Hand Luke (1967),4.5703
3737,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.5606
3737,3038,"Face in the Crowd, A (1957)",4.5453
3737,3114,Toy Story 2 (1999),4.5238
3738,1287,Ben-Hur (1959),5.0
3738,903,Vertigo (1958),5.0
3738,904,Rear Window (1954),5.0
3738,908,North by Northwest (1959),5.0
3738,923,Citizen Kane (1941),5.0
3738,953,It's a Wonderful Life (1946),5.0
3738,3435,Double Indemnity (1944),5.0
3738,260,Star Wars: Episode IV - A New Hope (1977),5.0
3738,1193,One Flew Over the Cuckoo's Nest (1975),5.0
3738,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
3739,858,"Godfather, The (1972)",4.6912
3739,2905,Sanjuro (1962),4.6718
3739,3338,For All Mankind (1989),4.6236
3739,260,Star Wars: Episode IV - A New Hope (1977),4.5373
3739,2324,Life Is Beautiful (La Vita è bella) (1997),4.5263
3739,923,Citizen Kane (1941),4.5218
3739,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.5139
3739,1248,Touch of Evil (1958),4.5127
3739,50,"Usual Suspects, The (1995)",4.4991
3739,3789,"Pawnbroker, The (1965)",4.4872
3740,2762,"Sixth Sense, The (1999)",5.0
3740,2905,Sanjuro (1962),5.0
3740,1207,To Kill a Mockingbird (1962),4.9824
3740,593,"Silence of the Lambs, The (1991)",4.9352
3740,904,Rear Window (1954),4.8542
3740,3469,Inherit the Wind (1960),4.8409
3740,912,Casablanca (1942),4.8133
3740,47,Seven (Se7en) (1995),4.8005
3740,1265,Groundhog Day (1993),4.7913
3740,668,Pather Panchali (1955),4.7849
3741,1207,To Kill a Mockingbird (1962),4.593
3741,2905,Sanjuro (1962),4.559
3741,858,"Godfather, The (1972)",4.4791
3741,1262,"Great Escape, The (1963)",4.4782
3741,1203,12 Angry Men (1957),4.4417
3741,527,Schindler's List (1993),4.4252
3741,3338,For All Mankind (1989),4.4219
3741,3022,"General, The (1927)",4.4182
3741,2028,Saving Private Ryan (1998),4.4155
3741,913,"Maltese Falcon, The (1941)",4.3869
3742,1517,Austin Powers: International Man of Mystery (1997),4.7841
3742,2905,Sanjuro (1962),4.6838
3742,1272,Patton (1970),4.6718
3742,858,"Godfather, The (1972)",4.6247
3742,110,Braveheart (1995),4.5781
3742,3338,For All Mankind (1989),4.5438
3742,3038,"Face in the Crowd, A (1957)",4.524
3742,1136,Monty Python and the Holy Grail (1974),4.4873
3742,3421,Animal House (1978),4.4771
3742,1234,"Sting, The (1973)",4.4657
3743,2905,Sanjuro (1962),4.6163
3743,953,It's a Wonderful Life (1946),4.6108
3743,2762,"Sixth Sense, The (1999)",4.576
3743,593,"Silence of the Lambs, The (1991)",4.5042
3743,955,Bringing Up Baby (1938),4.4623
3743,919,"Wizard of Oz, The (1939)",4.4354
3743,260,Star Wars: Episode IV - A New Hope (1977),4.4063
3743,2804,"Christmas Story, A (1983)",4.3844
3743,2501,October Sky (1999),4.3813
3743,2324,Life Is Beautiful (La Vita è bella) (1997),4.3715
3744,2905,Sanjuro (1962),4.9399
3744,912,Casablanca (1942),4.9167
3744,858,"Godfather, The (1972)",4.9009
3744,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.8873
3744,720,Wallace & Gromit: The Best of Aardman Animation (1996),4.8606
3744,1204,Lawrence of Arabia (1962),4.7998
3744,1212,"Third Man, The (1949)",4.7949
3744,1252,Chinatown (1974),4.7923
3744,3307,City Lights (1931),4.7839
3744,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.7825
3745,260,Star Wars: Episode IV - A New Hope (1977),4.8891
3745,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.8888
